,school_name,faculty_name,year,cite
0,Caltech,Ralph Adolphs,1998,224
1,Caltech,Ralph Adolphs,1999,247
2,Caltech,Ralph Adolphs,2000,427
3,Caltech,Ralph Adolphs,2001,629
4,Caltech,Ralph Adolphs,2002,1091
5,Caltech,Ralph Adolphs,2003,1081
6,Caltech,Ralph Adolphs,2004,1413
7,Caltech,Ralph Adolphs,2005,1681
8,Caltech,Ralph Adolphs,2006,2096
9,Caltech,Ralph Adolphs,2007,2234
10,Caltech,Ralph Adolphs,2008,2910
11,Caltech,Ralph Adolphs,2009,2778
12,Caltech,Ralph Adolphs,2010,2939
13,Caltech,Ralph Adolphs,2011,3625
14,Caltech,Ralph Adolphs,2012,4550
15,Caltech,Ralph Adolphs,2013,4298
16,Caltech,Ralph Adolphs,2014,4364
17,Caltech,Ralph Adolphs,2015,4453
18,Caltech,Ralph Adolphs,2016,4515
19,Caltech,Ralph Adolphs,2017,4593
20,Caltech,Ralph Adolphs,2018,4433
21,Caltech,Ralph Adolphs,2019,4815
22,Caltech,Ralph Adolphs,2020,4812
23,Caltech,Ralph Adolphs,2021,5154
24,Caltech,Ralph Adolphs,2022,4730
25,Caltech,Richard A. Andersen,1986,155
26,Caltech,Richard A. Andersen,1987,118
27,Caltech,Richard A. Andersen,1988,152
28,Caltech,Richard A. Andersen,1989,198
29,Caltech,Richard A. Andersen,1990,423
30,Caltech,Richard A. Andersen,1991,331
31,Caltech,Richard A. Andersen,1992,614
32,Caltech,Richard A. Andersen,1993,403
33,Caltech,Richard A. Andersen,1994,678
34,Caltech,Richard A. Andersen,1995,464
35,Caltech,Richard A. Andersen,1996,625
36,Caltech,Richard A. Andersen,1997,800
37,Caltech,Richard A. Andersen,1998,868
38,Caltech,Richard A. Andersen,1999,1039
39,Caltech,Richard A. Andersen,2000,976
40,Caltech,Richard A. Andersen,2001,1263
41,Caltech,Richard A. Andersen,2002,1252
42,Caltech,Richard A. Andersen,2003,1366
43,Caltech,Richard A. Andersen,2004,1819
44,Caltech,Richard A. Andersen,2005,1354
45,Caltech,Richard A. Andersen,2006,1574
46,Caltech,Richard A. Andersen,2007,1920
47,Caltech,Richard A. Andersen,2008,1792
48,Caltech,Richard A. Andersen,2009,1968
49,Caltech,Richard A. Andersen,2010,2019
50,Caltech,Richard A. Andersen,2011,2119
51,Caltech,Richard A. Andersen,2012,1938
52,Caltech,Richard A. Andersen,2013,2134
53,Caltech,Richard A. Andersen,2014,1901
54,Caltech,Richard A. Andersen,2015,1833
55,Caltech,Richard A. Andersen,2016,1694
56,Caltech,Richard A. Andersen,2017,1573
57,Caltech,Richard A. Andersen,2018,1747
58,Caltech,Richard A. Andersen,2019,1600
59,Caltech,Richard A. Andersen,2020,1442
60,Caltech,Richard A. Andersen,2021,1580
61,Caltech,Richard A. Andersen,2022,1454
62,Caltech,David J. Anderson,1990,247
63,Caltech,David J. Anderson,1991,306
64,Caltech,David J. Anderson,1992,414
65,Caltech,David J. Anderson,1993,590
66,Caltech,David J. Anderson,1994,601
67,Caltech,David J. Anderson,1995,917
68,Caltech,David J. Anderson,1996,1051
69,Caltech,David J. Anderson,1997,1495
70,Caltech,David J. Anderson,1998,1448
71,Caltech,David J. Anderson,1999,1684
72,Caltech,David J. Anderson,2000,1850
73,Caltech,David J. Anderson,2001,1900
74,Caltech,David J. Anderson,2002,2276
75,Caltech,David J. Anderson,2003,2477
76,Caltech,David J. Anderson,2004,2703
77,Caltech,David J. Anderson,2005,2670
78,Caltech,David J. Anderson,2006,2774
79,Caltech,David J. Anderson,2007,2656
80,Caltech,David J. Anderson,2008,2733
81,Caltech,David J. Anderson,2009,2577
82,Caltech,David J. Anderson,2010,2699
83,Caltech,David J. Anderson,2011,2810
84,Caltech,David J. Anderson,2012,2965
85,Caltech,David J. Anderson,2013,2964
86,Caltech,David J. Anderson,2014,3024
87,Caltech,David J. Anderson,2015,3069
88,Caltech,David J. Anderson,2016,2937
89,Caltech,David J. Anderson,2017,2805
90,Caltech,David J. Anderson,2018,2882
91,Caltech,David J. Anderson,2019,2828
92,Caltech,David J. Anderson,2020,2980
93,Caltech,David J. Anderson,2021,3371
94,Caltech,David J. Anderson,2022,3106
95,Caltech,Alexei Aravin,2004,137
96,Caltech,Alexei Aravin,2005,315
97,Caltech,Alexei Aravin,2006,406
98,Caltech,Alexei Aravin,2007,753
99,Caltech,Alexei Aravin,2008,1106
100,Caltech,Alexei Aravin,2009,1523
101,Caltech,Alexei Aravin,2010,1627
102,Caltech,Alexei Aravin,2011,1786
103,Caltech,Alexei Aravin,2012,1958
104,Caltech,Alexei Aravin,2013,1968
105,Caltech,Alexei Aravin,2014,2141
106,Caltech,Alexei Aravin,2015,2031
107,Caltech,Alexei Aravin,2016,1779
108,Caltech,Alexei Aravin,2017,1785
109,Caltech,Alexei Aravin,2018,1787
110,Caltech,Alexei Aravin,2019,1668
111,Caltech,Alexei Aravin,2020,1606
112,Caltech,Alexei Aravin,2021,1842
113,Caltech,Alexei Aravin,2022,1547
114,Caltech,Frances H. Arnold,1993,170
115,Caltech,Frances H. Arnold,1994,218
116,Caltech,Frances H. Arnold,1995,226
117,Caltech,Frances H. Arnold,1996,306
118,Caltech,Frances H. Arnold,1997,368
119,Caltech,Frances H. Arnold,1998,478
120,Caltech,Frances H. Arnold,1999,675
121,Caltech,Frances H. Arnold,2000,899
122,Caltech,Frances H. Arnold,2001,1343
123,Caltech,Frances H. Arnold,2002,1384
124,Caltech,Frances H. Arnold,2003,1442
125,Caltech,Frances H. Arnold,2004,1683
126,Caltech,Frances H. Arnold,2005,1745
127,Caltech,Frances H. Arnold,2006,2307
128,Caltech,Frances H. Arnold,2007,2189
129,Caltech,Frances H. Arnold,2008,2344
130,Caltech,Frances H. Arnold,2009,2360
131,Caltech,Frances H. Arnold,2010,2722
132,Caltech,Frances H. Arnold,2011,2766
133,Caltech,Frances H. Arnold,2012,2964
134,Caltech,Frances H. Arnold,2013,3110
135,Caltech,Frances H. Arnold,2014,3122
136,Caltech,Frances H. Arnold,2015,3031
137,Caltech,Frances H. Arnold,2016,3288
138,Caltech,Frances H. Arnold,2017,3079
139,Caltech,Frances H. Arnold,2018,3629
140,Caltech,Frances H. Arnold,2019,4134
141,Caltech,Frances H. Arnold,2020,4513
142,Caltech,Frances H. Arnold,2021,4907
143,Caltech,Frances H. Arnold,2022,4466
144,Caltech,Pamela J. Bjorkman,1988,243
145,Caltech,Pamela J. Bjorkman,1989,726
146,Caltech,Pamela J. Bjorkman,1990,883
147,Caltech,Pamela J. Bjorkman,1991,975
148,Caltech,Pamela J. Bjorkman,1992,1003
149,Caltech,Pamela J. Bjorkman,1993,1082
150,Caltech,Pamela J. Bjorkman,1994,869
151,Caltech,Pamela J. Bjorkman,1995,819
152,Caltech,Pamela J. Bjorkman,1996,810
153,Caltech,Pamela J. Bjorkman,1997,697
154,Caltech,Pamela J. Bjorkman,1998,765
155,Caltech,Pamela J. Bjorkman,1999,848
156,Caltech,Pamela J. Bjorkman,2000,886
157,Caltech,Pamela J. Bjorkman,2001,831
158,Caltech,Pamela J. Bjorkman,2002,964
159,Caltech,Pamela J. Bjorkman,2003,829
160,Caltech,Pamela J. Bjorkman,2004,810
161,Caltech,Pamela J. Bjorkman,2005,914
162,Caltech,Pamela J. Bjorkman,2006,990
163,Caltech,Pamela J. Bjorkman,2007,987
164,Caltech,Pamela J. Bjorkman,2008,970
165,Caltech,Pamela J. Bjorkman,2009,1012
166,Caltech,Pamela J. Bjorkman,2010,993
167,Caltech,Pamela J. Bjorkman,2011,1065
168,Caltech,Pamela J. Bjorkman,2012,1407
169,Caltech,Pamela J. Bjorkman,2013,1493
170,Caltech,Pamela J. Bjorkman,2014,1627
171,Caltech,Pamela J. Bjorkman,2015,1768
172,Caltech,Pamela J. Bjorkman,2016,1962
173,Caltech,Pamela J. Bjorkman,2017,2078
174,Caltech,Pamela J. Bjorkman,2018,2205
175,Caltech,Pamela J. Bjorkman,2019,2274
176,Caltech,Pamela J. Bjorkman,2020,2794
177,Caltech,Pamela J. Bjorkman,2021,6082
178,Caltech,Pamela J. Bjorkman,2022,5245
179,Caltech,Marianne Bronner,1988,183
180,Caltech,Marianne Bronner,1989,186
181,Caltech,Marianne Bronner,1990,317
182,Caltech,Marianne Bronner,1991,349
183,Caltech,Marianne Bronner,1992,387
184,Caltech,Marianne Bronner,1993,583
185,Caltech,Marianne Bronner,1994,338
186,Caltech,Marianne Bronner,1995,483
187,Caltech,Marianne Bronner,1996,580
188,Caltech,Marianne Bronner,1997,822
189,Caltech,Marianne Bronner,1998,800
190,Caltech,Marianne Bronner,1999,711
191,Caltech,Marianne Bronner,2000,840
192,Caltech,Marianne Bronner,2001,812
193,Caltech,Marianne Bronner,2002,920
194,Caltech,Marianne Bronner,2003,978
195,Caltech,Marianne Bronner,2004,1056
196,Caltech,Marianne Bronner,2005,1312
197,Caltech,Marianne Bronner,2006,1186
198,Caltech,Marianne Bronner,2007,1107
199,Caltech,Marianne Bronner,2008,1434
200,Caltech,Marianne Bronner,2009,1406
201,Caltech,Marianne Bronner,2010,1737
202,Caltech,Marianne Bronner,2011,1559
203,Caltech,Marianne Bronner,2012,2028
204,Caltech,Marianne Bronner,2013,1969
205,Caltech,Marianne Bronner,2014,1879
206,Caltech,Marianne Bronner,2015,1993
207,Caltech,Marianne Bronner,2016,1730
208,Caltech,Marianne Bronner,2017,1983
209,Caltech,Marianne Bronner,2018,2116
210,Caltech,Marianne Bronner,2019,2067
211,Caltech,Marianne Bronner,2020,2370
212,Caltech,Marianne Bronner,2021,2792
213,Caltech,Marianne Bronner,2022,2210
214,Caltech,Long Cai,2006,39
215,Caltech,Long Cai,2007,83
216,Caltech,Long Cai,2008,111
217,Caltech,Long Cai,2009,173
218,Caltech,Long Cai,2010,206
219,Caltech,Long Cai,2011,201
220,Caltech,Long Cai,2012,220
221,Caltech,Long Cai,2013,269
222,Caltech,Long Cai,2014,300
223,Caltech,Long Cai,2015,410
224,Caltech,Long Cai,2016,591
225,Caltech,Long Cai,2017,704
226,Caltech,Long Cai,2018,911
227,Caltech,Long Cai,2019,1194
228,Caltech,Long Cai,2020,1365
229,Caltech,Long Cai,2021,1909
230,Caltech,Long Cai,2022,2053
231,Caltech,Michael H. Dickinson,1993,72
232,Caltech,Michael H. Dickinson,1994,73
233,Caltech,Michael H. Dickinson,1995,74
234,Caltech,Michael H. Dickinson,1996,128
235,Caltech,Michael H. Dickinson,1997,112
236,Caltech,Michael H. Dickinson,1998,101
237,Caltech,Michael H. Dickinson,1999,110
238,Caltech,Michael H. Dickinson,2000,145
239,Caltech,Michael H. Dickinson,2001,289
240,Caltech,Michael H. Dickinson,2002,285
241,Caltech,Michael H. Dickinson,2003,400
242,Caltech,Michael H. Dickinson,2004,549
243,Caltech,Michael H. Dickinson,2005,657
244,Caltech,Michael H. Dickinson,2006,766
245,Caltech,Michael H. Dickinson,2007,826
246,Caltech,Michael H. Dickinson,2008,903
247,Caltech,Michael H. Dickinson,2009,1256
248,Caltech,Michael H. Dickinson,2010,1361
249,Caltech,Michael H. Dickinson,2011,1147
250,Caltech,Michael H. Dickinson,2012,1382
251,Caltech,Michael H. Dickinson,2013,1463
252,Caltech,Michael H. Dickinson,2014,1695
253,Caltech,Michael H. Dickinson,2015,1709
254,Caltech,Michael H. Dickinson,2016,1748
255,Caltech,Michael H. Dickinson,2017,1734
256,Caltech,Michael H. Dickinson,2018,1752
257,Caltech,Michael H. Dickinson,2019,1845
258,Caltech,Michael H. Dickinson,2020,1807
259,Caltech,Michael H. Dickinson,2021,2001
260,Caltech,Michael H. Dickinson,2022,1790
261,Caltech,William G. Dunphy,1983,85
262,Caltech,William G. Dunphy,1984,76
263,Caltech,William G. Dunphy,1985,104
264,Caltech,William G. Dunphy,1986,146
265,Caltech,William G. Dunphy,1987,156
266,Caltech,William G. Dunphy,1988,176
267,Caltech,William G. Dunphy,1989,305
268,Caltech,William G. Dunphy,1990,314
269,Caltech,William G. Dunphy,1991,438
270,Caltech,William G. Dunphy,1992,461
271,Caltech,William G. Dunphy,1993,444
272,Caltech,William G. Dunphy,1994,364
273,Caltech,William G. Dunphy,1995,400
274,Caltech,William G. Dunphy,1996,512
275,Caltech,William G. Dunphy,1997,503
276,Caltech,William G. Dunphy,1998,662
277,Caltech,William G. Dunphy,1999,659
278,Caltech,William G. Dunphy,2000,609
279,Caltech,William G. Dunphy,2001,575
280,Caltech,William G. Dunphy,2002,606
281,Caltech,William G. Dunphy,2003,613
282,Caltech,William G. Dunphy,2004,681
283,Caltech,William G. Dunphy,2005,669
284,Caltech,William G. Dunphy,2006,615
285,Caltech,William G. Dunphy,2007,690
286,Caltech,William G. Dunphy,2008,607
287,Caltech,William G. Dunphy,2009,655
288,Caltech,William G. Dunphy,2010,763
289,Caltech,William G. Dunphy,2011,703
290,Caltech,William G. Dunphy,2012,611
291,Caltech,William G. Dunphy,2013,662
292,Caltech,William G. Dunphy,2014,514
293,Caltech,William G. Dunphy,2015,545
294,Caltech,William G. Dunphy,2016,529
295,Caltech,William G. Dunphy,2017,447
296,Caltech,William G. Dunphy,2018,396
297,Caltech,William G. Dunphy,2019,458
298,Caltech,William G. Dunphy,2020,433
299,Caltech,William G. Dunphy,2021,401
300,Caltech,William G. Dunphy,2022,318
301,Caltech,Michael B. Elowitz,2001,80
302,Caltech,Michael B. Elowitz,2002,137
303,Caltech,Michael B. Elowitz,2003,277
304,Caltech,Michael B. Elowitz,2004,486
305,Caltech,Michael B. Elowitz,2005,645
306,Caltech,Michael B. Elowitz,2006,867
307,Caltech,Michael B. Elowitz,2007,998
308,Caltech,Michael B. Elowitz,2008,1178
309,Caltech,Michael B. Elowitz,2009,1430
310,Caltech,Michael B. Elowitz,2010,1508
311,Caltech,Michael B. Elowitz,2011,1642
312,Caltech,Michael B. Elowitz,2012,1894
313,Caltech,Michael B. Elowitz,2013,1907
314,Caltech,Michael B. Elowitz,2014,1870
315,Caltech,Michael B. Elowitz,2015,1980
316,Caltech,Michael B. Elowitz,2016,2160
317,Caltech,Michael B. Elowitz,2017,2078
318,Caltech,Michael B. Elowitz,2018,2307
319,Caltech,Michael B. Elowitz,2019,2204
320,Caltech,Michael B. Elowitz,2020,2099
321,Caltech,Michael B. Elowitz,2021,2195
322,Caltech,Michael B. Elowitz,2022,1929
323,Caltech,Lea A. Goentoro,2006,5
324,Caltech,Lea A. Goentoro,2007,10
325,Caltech,Lea A. Goentoro,2008,18
326,Caltech,Lea A. Goentoro,2009,21
327,Caltech,Lea A. Goentoro,2010,30
328,Caltech,Lea A. Goentoro,2011,75
329,Caltech,Lea A. Goentoro,2012,97
330,Caltech,Lea A. Goentoro,2013,97
331,Caltech,Lea A. Goentoro,2014,97
332,Caltech,Lea A. Goentoro,2015,97
333,Caltech,Lea A. Goentoro,2016,93
334,Caltech,Lea A. Goentoro,2017,119
335,Caltech,Lea A. Goentoro,2018,167
336,Caltech,Lea A. Goentoro,2019,164
337,Caltech,Lea A. Goentoro,2020,143
338,Caltech,Lea A. Goentoro,2021,162
339,Caltech,Lea A. Goentoro,2022,158
340,Caltech,Viviana Gradinaru,2009,80
341,Caltech,Viviana Gradinaru,2010,227
342,Caltech,Viviana Gradinaru,2011,554
343,Caltech,Viviana Gradinaru,2012,676
344,Caltech,Viviana Gradinaru,2013,900
345,Caltech,Viviana Gradinaru,2014,930
346,Caltech,Viviana Gradinaru,2015,1194
347,Caltech,Viviana Gradinaru,2016,1426
348,Caltech,Viviana Gradinaru,2017,1698
349,Caltech,Viviana Gradinaru,2018,2174
350,Caltech,Viviana Gradinaru,2019,2562
351,Caltech,Viviana Gradinaru,2020,2956
352,Caltech,Viviana Gradinaru,2021,3691
353,Caltech,Viviana Gradinaru,2022,3799
354,Caltech,Mitchell Guttman,2009,152
355,Caltech,Mitchell Guttman,2010,423
356,Caltech,Mitchell Guttman,2011,866
357,Caltech,Mitchell Guttman,2012,1596
358,Caltech,Mitchell Guttman,2013,2265
359,Caltech,Mitchell Guttman,2014,2753
360,Caltech,Mitchell Guttman,2015,3372
361,Caltech,Mitchell Guttman,2016,3766
362,Caltech,Mitchell Guttman,2017,4095
363,Caltech,Mitchell Guttman,2018,4231
364,Caltech,Mitchell Guttman,2019,4631
365,Caltech,Mitchell Guttman,2020,4830
366,Caltech,Mitchell Guttman,2021,5511
367,Caltech,Mitchell Guttman,2022,4841
368,Caltech,Rustem F. Ismagilov,2000,98
369,Caltech,Rustem F. Ismagilov,2001,185
370,Caltech,Rustem F. Ismagilov,2002,246
371,Caltech,Rustem F. Ismagilov,2003,319
372,Caltech,Rustem F. Ismagilov,2004,505
373,Caltech,Rustem F. Ismagilov,2005,750
374,Caltech,Rustem F. Ismagilov,2006,964
375,Caltech,Rustem F. Ismagilov,2007,1009
376,Caltech,Rustem F. Ismagilov,2008,1295
377,Caltech,Rustem F. Ismagilov,2009,1471
378,Caltech,Rustem F. Ismagilov,2010,1678
379,Caltech,Rustem F. Ismagilov,2011,1722
380,Caltech,Rustem F. Ismagilov,2012,1788
381,Caltech,Rustem F. Ismagilov,2013,1692
382,Caltech,Rustem F. Ismagilov,2014,1619
383,Caltech,Rustem F. Ismagilov,2015,1857
384,Caltech,Rustem F. Ismagilov,2016,2285
385,Caltech,Rustem F. Ismagilov,2017,2077
386,Caltech,Rustem F. Ismagilov,2018,2067
387,Caltech,Rustem F. Ismagilov,2019,2232
388,Caltech,Rustem F. Ismagilov,2020,2397
389,Caltech,Rustem F. Ismagilov,2021,2378
390,Caltech,Rustem F. Ismagilov,2022,2331
391,Caltech,Mary B. Kennedy,1983,57
392,Caltech,Mary B. Kennedy,1984,89
393,Caltech,Mary B. Kennedy,1985,167
394,Caltech,Mary B. Kennedy,1986,196
395,Caltech,Mary B. Kennedy,1987,199
396,Caltech,Mary B. Kennedy,1988,273
397,Caltech,Mary B. Kennedy,1989,251
398,Caltech,Mary B. Kennedy,1990,257
399,Caltech,Mary B. Kennedy,1991,348
400,Caltech,Mary B. Kennedy,1992,311
401,Caltech,Mary B. Kennedy,1993,322
402,Caltech,Mary B. Kennedy,1994,301
403,Caltech,Mary B. Kennedy,1995,290
404,Caltech,Mary B. Kennedy,1996,476
405,Caltech,Mary B. Kennedy,1997,506
406,Caltech,Mary B. Kennedy,1998,741
407,Caltech,Mary B. Kennedy,1999,825
408,Caltech,Mary B. Kennedy,2000,841
409,Caltech,Mary B. Kennedy,2001,861
410,Caltech,Mary B. Kennedy,2002,798
411,Caltech,Mary B. Kennedy,2003,834
412,Caltech,Mary B. Kennedy,2004,761
413,Caltech,Mary B. Kennedy,2005,720
414,Caltech,Mary B. Kennedy,2006,723
415,Caltech,Mary B. Kennedy,2007,734
416,Caltech,Mary B. Kennedy,2008,797
417,Caltech,Mary B. Kennedy,2009,598
418,Caltech,Mary B. Kennedy,2010,572
419,Caltech,Mary B. Kennedy,2011,656
420,Caltech,Mary B. Kennedy,2012,695
421,Caltech,Mary B. Kennedy,2013,547
422,Caltech,Mary B. Kennedy,2014,569
423,Caltech,Mary B. Kennedy,2015,516
424,Caltech,Mary B. Kennedy,2016,527
425,Caltech,Mary B. Kennedy,2017,477
426,Caltech,Mary B. Kennedy,2018,535
427,Caltech,Mary B. Kennedy,2019,539
428,Caltech,Mary B. Kennedy,2020,538
429,Caltech,Mary B. Kennedy,2021,569
430,Caltech,Mary B. Kennedy,2022,382
431,Caltech,Akiko Kumagai,1990,36
432,Caltech,Akiko Kumagai,1991,124
433,Caltech,Akiko Kumagai,1992,202
434,Caltech,Akiko Kumagai,1993,204
435,Caltech,Akiko Kumagai,1994,185
436,Caltech,Akiko Kumagai,1995,151
437,Caltech,Akiko Kumagai,1996,192
438,Caltech,Akiko Kumagai,1997,160
439,Caltech,Akiko Kumagai,1998,256
440,Caltech,Akiko Kumagai,1999,294
441,Caltech,Akiko Kumagai,2000,290
442,Caltech,Akiko Kumagai,2001,305
443,Caltech,Akiko Kumagai,2002,345
444,Caltech,Akiko Kumagai,2003,381
445,Caltech,Akiko Kumagai,2004,450
446,Caltech,Akiko Kumagai,2005,431
447,Caltech,Akiko Kumagai,2006,395
448,Caltech,Akiko Kumagai,2007,460
449,Caltech,Akiko Kumagai,2008,358
450,Caltech,Akiko Kumagai,2009,418
451,Caltech,Akiko Kumagai,2010,503
452,Caltech,Akiko Kumagai,2011,442
453,Caltech,Akiko Kumagai,2012,381
454,Caltech,Akiko Kumagai,2013,425
455,Caltech,Akiko Kumagai,2014,314
456,Caltech,Akiko Kumagai,2015,349
457,Caltech,Akiko Kumagai,2016,386
458,Caltech,Akiko Kumagai,2017,339
459,Caltech,Akiko Kumagai,2018,371
460,Caltech,Akiko Kumagai,2019,428
461,Caltech,Akiko Kumagai,2020,514
462,Caltech,Akiko Kumagai,2021,552
463,Caltech,Akiko Kumagai,2022,513
464,Caltech,Henry A. Lester,1985,102
465,Caltech,Henry A. Lester,1986,155
466,Caltech,Henry A. Lester,1987,167
467,Caltech,Henry A. Lester,1988,260
468,Caltech,Henry A. Lester,1989,383
469,Caltech,Henry A. Lester,1990,428
470,Caltech,Henry A. Lester,1991,525
471,Caltech,Henry A. Lester,1992,569
472,Caltech,Henry A. Lester,1993,529
473,Caltech,Henry A. Lester,1994,589
474,Caltech,Henry A. Lester,1995,671
475,Caltech,Henry A. Lester,1996,890
476,Caltech,Henry A. Lester,1997,921
477,Caltech,Henry A. Lester,1998,1085
478,Caltech,Henry A. Lester,1999,1053
479,Caltech,Henry A. Lester,2000,998
480,Caltech,Henry A. Lester,2001,1057
481,Caltech,Henry A. Lester,2002,1059
482,Caltech,Henry A. Lester,2003,1066
483,Caltech,Henry A. Lester,2004,1151
484,Caltech,Henry A. Lester,2005,1176
485,Caltech,Henry A. Lester,2006,1400
486,Caltech,Henry A. Lester,2007,1282
487,Caltech,Henry A. Lester,2008,1392
488,Caltech,Henry A. Lester,2009,1614
489,Caltech,Henry A. Lester,2010,1497
490,Caltech,Henry A. Lester,2011,1608
491,Caltech,Henry A. Lester,2012,1750
492,Caltech,Henry A. Lester,2013,1542
493,Caltech,Henry A. Lester,2014,1975
494,Caltech,Henry A. Lester,2015,1551
495,Caltech,Henry A. Lester,2016,1337
496,Caltech,Henry A. Lester,2017,1237
497,Caltech,Henry A. Lester,2018,1205
498,Caltech,Henry A. Lester,2019,1181
499,Caltech,Henry A. Lester,2020,1101
500,Caltech,Henry A. Lester,2021,1165
501,Caltech,Henry A. Lester,2022,974
502,Caltech,Carlos Lois,1995,54
503,Caltech,Carlos Lois,1996,115
504,Caltech,Carlos Lois,1997,173
505,Caltech,Carlos Lois,1998,139
506,Caltech,Carlos Lois,1999,186
507,Caltech,Carlos Lois,2000,181
508,Caltech,Carlos Lois,2001,257
509,Caltech,Carlos Lois,2002,364
510,Caltech,Carlos Lois,2003,410
511,Caltech,Carlos Lois,2004,579
512,Caltech,Carlos Lois,2005,637
513,Caltech,Carlos Lois,2006,739
514,Caltech,Carlos Lois,2007,748
515,Caltech,Carlos Lois,2008,726
516,Caltech,Carlos Lois,2009,691
517,Caltech,Carlos Lois,2010,672
518,Caltech,Carlos Lois,2011,863
519,Caltech,Carlos Lois,2012,808
520,Caltech,Carlos Lois,2013,681
521,Caltech,Carlos Lois,2014,657
522,Caltech,Carlos Lois,2015,560
523,Caltech,Carlos Lois,2016,640
524,Caltech,Carlos Lois,2017,617
525,Caltech,Carlos Lois,2018,664
526,Caltech,Carlos Lois,2019,696
527,Caltech,Carlos Lois,2020,918
528,Caltech,Carlos Lois,2021,996
529,Caltech,Carlos Lois,2022,939
530,Caltech,Sarkis Mazmanian,2002,160
531,Caltech,Sarkis Mazmanian,2003,139
532,Caltech,Sarkis Mazmanian,2004,345
533,Caltech,Sarkis Mazmanian,2005,237
534,Caltech,Sarkis Mazmanian,2006,328
535,Caltech,Sarkis Mazmanian,2007,371
536,Caltech,Sarkis Mazmanian,2008,449
537,Caltech,Sarkis Mazmanian,2009,598
538,Caltech,Sarkis Mazmanian,2010,774
539,Caltech,Sarkis Mazmanian,2011,1258
540,Caltech,Sarkis Mazmanian,2012,1472
541,Caltech,Sarkis Mazmanian,2013,1791
542,Caltech,Sarkis Mazmanian,2014,2337
543,Caltech,Sarkis Mazmanian,2015,2873
544,Caltech,Sarkis Mazmanian,2016,3671
545,Caltech,Sarkis Mazmanian,2017,4309
546,Caltech,Sarkis Mazmanian,2018,4810
547,Caltech,Sarkis Mazmanian,2019,5642
548,Caltech,Sarkis Mazmanian,2020,6239
549,Caltech,Sarkis Mazmanian,2021,7140
550,Caltech,Sarkis Mazmanian,2022,6742
551,Caltech,Markus Meister,1993,101
552,Caltech,Markus Meister,1994,106
553,Caltech,Markus Meister,1995,158
554,Caltech,Markus Meister,1996,150
555,Caltech,Markus Meister,1997,211
556,Caltech,Markus Meister,1998,286
557,Caltech,Markus Meister,1999,368
558,Caltech,Markus Meister,2000,342
559,Caltech,Markus Meister,2001,463
560,Caltech,Markus Meister,2002,469
561,Caltech,Markus Meister,2003,610
562,Caltech,Markus Meister,2004,552
563,Caltech,Markus Meister,2005,638
564,Caltech,Markus Meister,2006,655
565,Caltech,Markus Meister,2007,749
566,Caltech,Markus Meister,2008,716
567,Caltech,Markus Meister,2009,790
568,Caltech,Markus Meister,2010,802
569,Caltech,Markus Meister,2011,960
570,Caltech,Markus Meister,2012,981
571,Caltech,Markus Meister,2013,1088
572,Caltech,Markus Meister,2014,1041
573,Caltech,Markus Meister,2015,1058
574,Caltech,Markus Meister,2016,1121
575,Caltech,Markus Meister,2017,1225
576,Caltech,Markus Meister,2018,1233
577,Caltech,Markus Meister,2019,1086
578,Caltech,Markus Meister,2020,1192
579,Caltech,Markus Meister,2021,1323
580,Caltech,Markus Meister,2022,1278
581,Caltech,Elliot Meyerowitz,1988,276
582,Caltech,Elliot Meyerowitz,1989,289
583,Caltech,Elliot Meyerowitz,1990,377
584,Caltech,Elliot Meyerowitz,1991,602
585,Caltech,Elliot Meyerowitz,1992,718
586,Caltech,Elliot Meyerowitz,1993,988
587,Caltech,Elliot Meyerowitz,1994,1101
588,Caltech,Elliot Meyerowitz,1995,1197
589,Caltech,Elliot Meyerowitz,1996,1279
590,Caltech,Elliot Meyerowitz,1997,1377
591,Caltech,Elliot Meyerowitz,1998,1847
592,Caltech,Elliot Meyerowitz,1999,1958
593,Caltech,Elliot Meyerowitz,2000,2005
594,Caltech,Elliot Meyerowitz,2001,2481
595,Caltech,Elliot Meyerowitz,2002,2847
596,Caltech,Elliot Meyerowitz,2003,3182
597,Caltech,Elliot Meyerowitz,2004,3206
598,Caltech,Elliot Meyerowitz,2005,3028
599,Caltech,Elliot Meyerowitz,2006,3348
600,Caltech,Elliot Meyerowitz,2007,3024
601,Caltech,Elliot Meyerowitz,2008,3075
602,Caltech,Elliot Meyerowitz,2009,3213
603,Caltech,Elliot Meyerowitz,2010,3518
604,Caltech,Elliot Meyerowitz,2011,3283
605,Caltech,Elliot Meyerowitz,2012,3589
606,Caltech,Elliot Meyerowitz,2013,3522
607,Caltech,Elliot Meyerowitz,2014,3776
608,Caltech,Elliot Meyerowitz,2015,3590
609,Caltech,Elliot Meyerowitz,2016,3421
610,Caltech,Elliot Meyerowitz,2017,3212
611,Caltech,Elliot Meyerowitz,2018,3549
612,Caltech,Elliot Meyerowitz,2019,3673
613,Caltech,Elliot Meyerowitz,2020,3484
614,Caltech,Elliot Meyerowitz,2021,3783
615,Caltech,Elliot Meyerowitz,2022,3039
616,Caltech,Dianne K. Newman,1998,81
617,Caltech,Dianne K. Newman,1999,87
618,Caltech,Dianne K. Newman,2000,112
619,Caltech,Dianne K. Newman,2001,144
620,Caltech,Dianne K. Newman,2002,192
621,Caltech,Dianne K. Newman,2003,237
